Woolworths Wood Smoked & Sliced Smoked Trout 100g, $59.50 / 1KG
Holland House Caviar Black 50g, $120.00 / 1KG
K-Roo Kangaroo Sausages Kanga Bangas Bush Tomato 500g, $17.00 / 1KG
Luv-A-Duck Peking Duck Breasts Slow Cooked 380g, $43.42 / 1KG
Macro Organic Beef Rump Steak 300g, $46.67 / 1KG
Woolworths Fresh Pacific Oysters 1 Dozen, $1.75 / 1EA
Goulburn River Trout Hot Smoked Rainbow Trout 350g, $38.57 / 1KG
Ocean Blue Sliced Smoked Salmon Cracked Pepper 100g, $90.00 / 1KG
Primo Roast Pork Sliced From The Deli Per kg, $28.50 / 1KG
Birch & Waite Parsley Dill & Tarragon Seafood Sauce 250mL, $2.10 / 100ML
Woolworths Gourmet Chicken Sausages Classic With Chives 450g, $20.00 / 1KG
Woolworths Cocktail Prawns Peeled & Deveined 220g, $45.45 / 1KG
Woolworths Cooked Thawed Small Rock Lobster Each, $33.00 / 1EA
