Nature Valley Crunchy Canadian Maple Syrup Granola Bars 42g x 6 pack, $2.74 / 100G
So Soft Marshmallow Pink & Whites 300g, $1.67 / 100G
Smith's Crinkle Cut Potato Chips Share Pack Chili 170g, $2.82 / 100G
Lindt Lindor Assorted Chocolate Gift Box 235g, $9.36 / 100G
Woolworths Rocky Road Mallows 190g, $2.11 / 100G
Kellogg's LCMs Split Stix Yoghurty Rice Bubbles Snack Bars 12 pack, $2.84 / 100G
Fisherman's Friend Mints Extra Strong 25g Pack, $12.00 / 100G
True Fruit 100% Tropical Fruit Bars 6 Pack, $4.67 / 100G
Cadbury Classic Choc Chip Cookies 156g, $3.21 / 100G
Kettle Crafted Collection Applewood Smoked Butter & Salt Chips 150g, $4.00 / 100G
Nobby's Peanuts Salt & Vinegar 350g, $11.43 / 1KG
Sunsweet Prunes Pitted 200g, $31.00 / 1KG
Jols Sugar Free Pastilles Forest Berries 23g, $10.87 / 100G
Life Savers Fruit Tingles 34G, $3.68 / 100G
Life Savers Sour Fruit Pastilles 170g, $2.94 / 100G
