KitKat Milk Chocolate 11 Mini Bars Share Pack 154g, $3.90 / 100G
Noshu Low Carb Peanut & Caramel Nougat Indulgence Bars 5 Pack, $5.56 / 100G
Tyrrell's Crinkly Chips Lightly Sea Salted 165g, $3.94 / 100G
Belvita Breakfast Biscuits Honey & Nut With Chocolate Chips 6 Pack 300g, $1.50 / 100G
Eclipse Spearmint Sugar Free Mints Tin 40g, $10.00 / 100G
KitKat Chunky Milo Milk Chocolate Bar 45g, $5.56 / 100G
Sakata Stars Snack Sized Cheese Rice Crackers Multipack 13g x 7 Pack, $4.18 / 100G
Jack Link's Original Beef Jerky 50g, $117.00 / 1KG
Nice & Natural Nut Bar Chocolate 6 Pack, $2.86 / 100G
Darrell Lea Milk Chocolate Liquorice Bullets 204g, $2.94 / 100G
