Champagne Leg Ham Shaved From The Deli Per Kg, $23.50 / 1KG
D'Orsogna Ham Leg Triple Smoked 97% Fat Free Shaved 1kg, $26.00 / 1KG
D'Orsogna Plain Streaky Bacon From The Deli Per Kg, $23.00 / 1KG
Deli Leg Ham Shaved From The Deli Per Kg, $19.50 / 1KG
Champagne Leg Ham Sliced From The Deli Per Kg, $23.50 / 1KG
Don Cocktail Frankfurts From The Deli Per Kg, $9.50 / 1KG
D'Orsogna Shortcut Bacon Per Kg, $23.00 / 1KG
Moira Mac's Oven Roasted Chicken Breast Shredded From The Deli Per Kg, $29.50 / 1KG
Hans Devon Sliced Per Kg, $10.50 / 1KG
D'orsogna Leg Ham Shaved 4 Pack, $27.50 / 1KG
Bertocchi Premium Boneless Leg Ham Shaved From The Deli Per Kg, $35.00 / 1KG
Global Bakehouse Value Garlic Bread 225g x 2 pack, $0.53 / 100G
D'Orsogna Premium Ham Off The Bone Shaved From The Deli Per Kg, $36.00 / 1KG
Ingham's Oven Roasted Turkey Breast Shaved From The Deli Per Kg, $29.00 / 1KG
D'Orsogna Tasty Sticks Mild From The Deli Per Kg, $31.00 / 1KG
Woolworths Shortcut Bacon 1kg, $13.75 / 1KG
Woolworths Shortcut Bacon 500g, $16.50 / 1KG
