Vaalia Kids Probiotic Yoghurt Pouch Blueberry 140g, $1.71 / 100G
Willow Farm Dip French Onion 200g, $1.30 / 100G
Woolworths Mozzarella Shredded Cheese 250g, $22.00 / 1KG
Sanitarium So Good Barista Edition Oat Milk 1l, $4.00 / 1L
Woolworths Cream Cheese Block 225g, $13.78 / 1KG
YoPRO Danone High Protein Yoghurt No Added Sugar Strawberry 160g, $1.88 / 100G
Dairy Farmers Full Cream Milk 3l, $2.07 / 1L
Jalna Natural Greek Yoghurt 170g, $1.18 / 100G
Pauls Kids Bluey Chocolate Custard Pouch 70g, $2.71 / 100G
Chobani Greek Yogurt Mango 160g, $1.69 / 100G
Nestle Milo Energy Dairy Snack 150g, $1.67 / 100G
A2 Milk Light Milk 2L, $3.45 / 1L
Wicked Sister High Protein Chocolate Pudding 170g, $1.76 / 100G
YoPRO High Protein Yoghurt Pouch No Added Sugar Vanilla 150g, $2.00 / 100G
Devondale Semi Skim Milk Long Life UHT Milk 1L, $2.20 / 1L
Willow Farm Dip Tzatziki 200g, $1.30 / 100G
Woolworths Tasty Cheese Shredded 250g, $22.00 / 1KG
Vaalia Kids Probiotic Yoghurt Pouch Banana 140g, $1.71 / 100G
YoPRO High Protein Yoghurt Pouch No Added Sugar Strawberry 150g, $2.00 / 100G
F Mayer Danish Fetta Cheese Per Kg, $16.50 / 1KG
