Woolworths Fruit Bars Assorted 25 Pack, $1.04 / 100G
So Soft Marshmallow Jumbos 300g, $1.67 / 100G
Allen's Big Red Frogs Lollies Family Size Bag 420g, $1.55 / 100G
Woolworths Blueberry Oven Baked Fruit Bars 12 Pack, $1.33 / 100G
Lotus Biscoff Cream Biscuits 110g, $2.95 / 100G
Calbee Harvest Snaps Original Salted 230g, $3.39 / 100G
Kellogg's Nutri Grain Bars Original 5 Pack, $4.09 / 100G
Eclipse Peppermint Sugar Free Mints Tin 40g, $10.00 / 100G
Arnott's Hundreds & Thousands Biscuits 200g, $2.00 / 100G
Pringles Chipotle Sour Cream Flavour Stacked Potato Chips 118g, $4.66 / 100G
Life Savers Blackcurrant Pastilles 180g, $2.78 / 100G
