Cavendish Bananas Each, $0.76 / 1EA
Eat Later Hass Avocado Each, $2.90 / 1EA
Red Capsicum Each, $2.23 / 1EA
Green Zucchini Each, $0.78 / 1EA
Fresh Granny Smith Apples Each, $0.86 / 1EA
Tomato Roma Red Each, $0.62 / 1EA
Corn Sweet Each, $1.20 / 1EA
Lemon Fresh Each, $1.91 / 1EA
Red Seedless Watermelon Whole Each, $25.52 / 1EA
White Seedless Grapes each, $7.51 / 1EA
Woolworths Fresh Herb Coriander Bunch, $3.20 / 1EA
Strawberries 250g Punnet, $12.00 / 1KG
Eggplant Fresh Each, $2.21 / 1EA
Beetroot Loose Each, $1.95 / 1EA
Woolworths White Washed Baby Potatoes Bag 1kg, $4.30 / 1KG
Woolworths Kiwi Fruit Green Each, $2.36 / 1EA
Garlic Heads 3 Pack, $1.10 / 1EA
Woolworths Broccolini Bunch Each, $2.50 / 1EA
Woolworths Qukes Baby Cucumbers Punnet 250g, $14.00 / 1KG
Lime Fresh Each, $1.67 / 1EA
Lemon Fresh Each, $1.91 / 1EA
Woolworths Baby Leaf Spinach 120g, $25.00 / 1KG
Woolworths Onion Brown Bag 1kg, $3.60 / 1KG
Spring Onion Eschallot Bunch, $2.50 / 1EA
The Odd Bunch Continental Cucumber Each, $2.10 / 1EA
Garlic Head Each, $1.65 / 1EA
Woolworths Kiwi Fruit Green Each, $2.36 / 1EA
Woolworths Cos Hearts Lettuce 2 Pack, $1.25 / 1EA
Raspberries Punnet 125g, $32.00 / 1KG
Woolworths Washed Potatoes Bag 2kg, $2.00 / 1KG
Woolworths Asparagus Green Bunch Each, $4.50 / 1EA
Corn Sweet Each, $1.20 / 1EA
Woolworths Fresh Pink Lady Apples Punnet 1kg, $4.90 / 1KG
Potato Brushed Each, $0.86 / 1EA
Bananas Kids 5 Pack, $3.50 / 1EA
Beans Round Per Kg, $6.90 / 1KG
Potato Red Washed Each, $0.85 / 1EA
Woolworths Baby Spinach Spinach 280g, $17.86 / 1KG
Pumpkin Kent Cut Each, $2.28 / 1EA
