Tamar Valley Dairy Greek Style Yoghurt 1kg, $0.78 / 100G
Just Veg. Carrot Sticks 300g, $11.00 / 1KG
Latina Fresh Lasagne Sheets Sheets 375g, $1.60 / 100G
Woolworths Mozzarella Cheddar & Parmesan Shredded Blend 250g, $22.00 / 1KG
Rokeby Protein Smoothie Banana Honey Cinnamon 425mL, $10.94 / 1L
Bega Cheese Block Strong & Bitey Vintage 500g, $21.00 / 1KG
Chobani Greek Yogurt Raspberry 160g, $1.69 / 100G
Devondale Dairy Soft Butter Blend 500g, $1.50 / 100G
Vitasoy Almond Milk Unsweetened 1l, $3.30 / 1L
Woolworths Greek Salad Kit 270g, $20.37 / 1KG
