Champagne Leg Ham Shaved From The Deli Per Kg, $23.50 / 1KG
Woolworths RSPCA Approved Chicken Breast Fillet Min. 300g, $12.00 / 1KG
Woolworths Heart Smart Extra Lean Beef Mince 500g, $20.00 / 1KG
Woolworths Beef Mince 1kg, $11.00 / 1KG
Woolworths Chicken Thigh Fillet Per Kg, $15.00 / 1KG
Woolworths Lean Beef Mince 1kg, $15.50 / 1KG
D'Orsogna Ham Leg Triple Smoked 97% Fat Free Shaved 1kg, $26.00 / 1KG
D'Orsogna Plain Streaky Bacon From The Deli Per Kg, $23.00 / 1KG
Woolworths Lean Beef Mince 500g, $18.00 / 1KG
Woolworths Chicken Kyiv Garlic Each, $3.00 / 1EA
Woolworths Beef Mince 500g, $13.00 / 1KG
Deli Leg Ham Shaved From The Deli Per Kg, $19.50 / 1KG
Don Cocktail Frankfurts From The Deli Per Kg, $9.50 / 1KG
D'Orsogna Shortcut Bacon Per Kg, $23.00 / 1KG
Woolworths Pork & Beef Mince 500g, $13.00 / 1KG
Moira Mac's Oven Roasted Chicken Breast Shredded From The Deli Per Kg, $29.50 / 1KG
Hans Devon Sliced Per Kg, $10.50 / 1KG
