Woolworths 6 Onion & Sage Pork Sausages 505g, $13.86 / 1KG
Just Caught Peeled & Deveined Cooked Prawns 500g, $40.00 / 1KG
Macro Grass Fed 6 Extra Lean Beef Sausages 500g, $16.00 / 1KG
Noel Smoked Spanish Jamon Serrano Freshly Sliced From The Deli Per Kg, $55.00 / 1KG
Woolworths COOK Beef Ribs In Sweet & Smoky BBQ Sauce 850g, $25.88 / 1KG
Macro Free Range 6 Chicken Sausages 500g, $16.00 / 1KG
Ocean Blue Surimi Sea Sticks 150g, $36.67 / 1KG
Macro Organic Classic Beef Meatballs 400g, $27.50 / 1KG
Woolworths Raw Prawn Meat 220g, $45.45 / 1KG
Woolworths 4 Steakhouse Quarter Pound Beef Burgers 454g, $19.82 / 1KG
Woolworths Basa Fillets Boneless With Skin Off 400g, $21.25 / 1KG
