Cavendish Bananas Each, $0.76 / 1EA
Eat Later Hass Avocado Each, $2.90 / 1EA
Red Capsicum Each, $2.23 / 1EA
Green Zucchini Each, $0.78 / 1EA
Fresh Granny Smith Apples Each, $0.86 / 1EA
Tomato Roma Red Each, $0.62 / 1EA
Corn Sweet Each, $1.20 / 1EA
Lemon Fresh Each, $1.91 / 1EA
Red Seedless Watermelon Whole Each, $25.52 / 1EA
White Seedless Grapes each, $7.51 / 1EA
Woolworths Fresh Herb Coriander Bunch, $3.20 / 1EA
Strawberries 250g Punnet, $12.00 / 1KG
Eggplant Fresh Each, $2.21 / 1EA
Beetroot Loose Each, $1.95 / 1EA
Woolworths White Washed Baby Potatoes Bag 1kg, $4.30 / 1KG
Woolworths Kiwi Fruit Green Each, $2.36 / 1EA
Garlic Heads 3 Pack, $1.10 / 1EA
Buk Choy Asian Greens Each, $2.90 / 1EA
Woolworths Jalapeno Chilli (Medium) Each, $1.01 / 1EA
Woolworths Asian Style Salad Kit 350g, $15.71 / 1KG
Woolworths Classic Coleslaw 200g, $10.00 / 1KG
The Odd Bunch Pear Prepacked 1kg, $4.70 / 1KG
Woolworths Lettuce Iceberg Blend Lettuce Blend 300g, $10.00 / 1KG
Woolworths Roma Tomato 480g Punnet, $10.21 / 1KG
Aussie Sprouts Bean Sprouts 250g, $10.00 / 1KG
Woolworths Dill Fresh Herb 15g, $2.13 / 10G
The Odd Bunch Capsicum Prepacked 1kg, $6.30 / 1KG
Woolworths Green Cayenne Chilli (Mild) Each, $0.60 / 1EA
Woolworths Baby Rocket 60g, $33.33 / 1KG
Woolworths Lettuce Gourmet Leaf Mix 170g, $23.53 / 1KG
Naturally Sweet Pineapple Half Each, $2.75 / 1EA
Woolworths Green Basil Fresh Herb 15g Punnet, $2.13 / 10G
Cabbage Red Quarter Each, $1.70 / 1EA
Woolworths Sugar Snap Peas 150g Bag, $28.67 / 1KG
Woolworths Mushrooms Button 200g Punnet, $22.50 / 1KG
Woolworths Lettuce Oakleaf Green Each, $3.20 / 1EA
Tomberry Tomatoes 125g, $31.20 / 1KG
Just Veg. Carrot Sticks 300g, $11.00 / 1KG
Woolworths Chives Fresh Herb 10g Punnet, $3.20 / 10G
