Oatly! Oat Milk Chocolate 1L, $5.00 / 1L
The Kimchi Company Vegan 500g, $17.00 / 1KG
Plantein Premium Plant Based Mince 200g, $14.75 / 1KG
Jarlsberg Lite Cheese Slices Sliced Cheese 150g, $56.67 / 1KG
Wicked Sister Vanilla Bean Rice Pudding 500g, $1.24 / 100G
Yumi's Chipotle Hommus Dip 200g, $2.25 / 100G
Mil Lel Shredded Parmesan 170g, $40.59 / 1KG
Rokeby Probiotic Filmjolk Yoghurt Blueberry 750g, $0.69 / 100G
Strength Meals Co Smoky Pea And Ham High Protein Soup 400g, $1.38 / 100G
Chris' Heritage Goat Cheese & Black Truffle Dip 170g, $5.29 / 100G
Riverina Dairy Reduced Fat Fetta Cheese 1kg, $19.90 / 1KG
Salad Servers Lentil Salad With Extra Virgin Olive Oil & Lemon 600g, $1.75 / 100G
Leggo's Fresh Napoli Sauce 250g, $2.08 / 100G
Mersey Valley Pickled Onion Cheddar Cheese Block 235g, $42.13 / 1KG
Yoplait Forme Zero Tropical Paradise Yoghurts 6 Pack, $0.68 / 100G
