Bertocchi Premium Boneless Leg Ham Shaved From The Deli Per Kg, $35.00 / 1KG
Chicken Sandwich Schnitzel Each, $2.80 / 1EA
Chicken Drumsticks Per Kg, $4.50 / 1KG
D'Orsogna Premium Ham Off The Bone Shaved From The Deli Per Kg, $36.00 / 1KG
Ingham's Oven Roasted Turkey Breast Shaved From The Deli Per Kg, $29.00 / 1KG
Salmon Tasmanian Atlantic Fillets Skin On Per Kg, $44.00 / 1KG
Woolworths Shortcut Bacon 1kg, $13.75 / 1KG
Woolworths Shortcut Bacon 500g, $16.50 / 1KG
Woolworths Beef Scotch Fillet Steak 170g, $50.00 / 1KG
Chicken Wings Honey Soy Per Kg, $10.00 / 1KG
Don Thin Frankfurts From The Deli Per Kg, $9.50 / 1KG
Woolworths RSPCA Approved Diced Chicken Breast 500g, $18.00 / 1KG
Woolworths Beef Sizzle Schnitzel 400g, $31.25 / 1KG
Ingham's Chicken Sliced Roll Per Kg, $16.00 / 1KG
Ingham's Oven Roasted Turkey Breast Sliced From The Deli Per Kg, $29.00 / 1KG
Woolworths Beef Rump Steak 250g, $34.00 / 1KG
