Woolworths Fresh Skin Off Barramundi Fillets Per Kg, $39.00 / 1KG
Woolworths Smoked Fillets Cod Per Kg, $15.50 / 1KG
Woolworths Moisture Infused Pork Chops 400g, $21.25 / 1KG
Woolworths Gourmet Pork Sausages Italian Style With Fennel & Garlic 450g, $20.00 / 1KG
Woolworths Rspca Approved Diced Chicken Leg Fillet 500g, $19.00 / 1KG
Macro Grass Fed Australian Diced Beef 500g, $24.00 / 1KG
Woolworths Thawed Extra Large Cooked Tiger Prawns Per Kg, $36.00 / 1KG
Woolworths Cook Slow Cooked Pork Ribs In Smokey Bbq Sauce 650g, $21.54 / 1KG
Woolworths 6 Beef Sausages 505g, $13.86 / 1KG
Just Caught Atlantic Salmon Skinless 1kg, $32.00 / 1KG
Woolworths Chicken Bulk Burgers 1.5kg, $9.13 / 1KG
