The Lady Bar Choc Berry 50g, $9.00 / 100G
Woolworths Sun Dried Apricots 180g, $38.89 / 1KG
Arnott's Treatles Neapolitan Flavour 90g, $6.67 / 100G
Boodles 50% Less Sugar Chocolate & Caramel 30g, $8.33 / 100G
OB Finest Gluten Free Date & Almond Crackers 130g, $50.00 / 1KG
Olina's Bakehouse Gluten Free Cranberry Pumpkin Cracker 100G, $6.00 / 100G
Oreo Mini Berry Choc Top Cookie Multipack 10 Pack 204g, $2.45 / 100G
Peckish Peckables Rice Snacks Cheese & Bacon 100g, $3.20 / 100G
Angas Park Fruit Mix Medley 375g, $24.00 / 1KG
Ferrero Rocher Chocolate Gift Box 30 Pack, $8.00 / 100G
The Man Bar Choc Berry 50g, $9.00 / 100G
Boodles Chocolate & Hazelnut 30g, $8.33 / 100G
Always Fresh Grissini Three Seed & Sea Salt 125g, $3.60 / 100G
Loacker Wafers White Tortina 126g, $3.97 / 100G
