Carman's Nut Bars Almond, Cashew & Cranberry 5 pack, $4.29 / 100G
Skittles Sours Chewy Lollies Party Share Bag 190g, $3.16 / 100G
Ceres Organics Coconut Rolls 80g, $5.63 / 100G
Kellogg's LCMs Unicorn Rice Bubbles Snack Bars 5 pack, $4.50 / 100G
Gold Medal Snacks Single Pack Pork Krackles 50g, $5.00 / 100G
Arnott's Bluey Multipack Cracker Biscuits Pizza 8 Pack, $2.98 / 100G
Darrell Lea Dark Chocolate Liquorice Bullets 204g, $2.94 / 100G
Ocean Spray Reduced Sugar Craisins 250g, $24.00 / 1KG
Fyna Liquorice 240g, $1.04 / 100G
Scorched Peanut Bites 140g, $3.93 / 100G
Extra White Soft Chew Peppermint Sugar Free Chewing Gum 67g, $7.46 / 100G
