Woolworths Semi Dried Tomatoes In Mediterranean Herbs 135g, $2.59 / 100G
Woolworths Colossal Sicilian Olives 120g, $2.92 / 100G
Woolworths Roasted Capsicum Strips 130g, $2.69 / 100G
Don Salami Pepperoni 200g, $44.50 / 1KG
San Marino Prosciutto 100g, $75.00 / 1KG
Tasmanian Heritage Double Brie Cheese 200g, $59.75 / 1KG
San Marino Spanish Serrano 100g, $75.00 / 1KG
San Marino Danish Salami 100g, $75.00 / 1KG
Woolworths Ricotta & Spinach Cannelloni Chilled Meal 700g, $2.03 / 100G
Leggo's Fresh Napoli Sauce 250g, $2.08 / 100G
Mersey Valley Pickled Onion Cheddar Cheese Block 235g, $42.13 / 1KG
Woolworths Roasted Garlic Mash 475g, $1.47 / 100G
Moira Mac's Bbq Chicken Breast Slices 150g, $40.00 / 1KG
Yarra Valley Cheese Marinated Persian Fetta 350g, $32.57 / 1KG
Noel Smoked Spanish Jamon Serrano Freshly Sliced From The Deli Per Kg, $55.00 / 1KG
Woolworths Fresh Minestrone Soup Low Fat 300g, $1.33 / 100G
Zanetti Parmigiano Reggiano 200g, $67.50 / 1KG
Woolworths Greek Salad Kit With Greek Dressing 400g, $2.34 / 100G
D'Orsogna Triple Smoked Leg Ham 100g, $44.00 / 1KG
Rana Fettuccine Pasta 325g, $1.85 / 100G
Mon Ami Double Cream French Brie Petit 125g, $41.60 / 1KG
Tidbit Foods Prosciutto Di Parma 100g, $95.00 / 1KG
