Pringles Cheese Stacked Potato Chips 134g, $4.10 / 100G
Arnott's Vita Weat Sesame Crispbreads 250g, $1.60 / 100G
Beacon Fizzer Faves 10 Bars 116g, $3.02 / 100G
Olina's Bakehouse Artisan Cracker Biscuits Cranberry & Sunflower Seed 100G, $4.50 / 100G
Arnott's Shapes Multipack Cracker Biscuits Barbecue 8 pack, $2.50 / 100G
Fantastic Delites Snacks Honey Soy Chicken 100g, $2.80 / 100G
Nutella B-Ready Biscuit Multipack 6 pack, $4.55 / 100G
Funday Natural Sweets No Sugar Added Lollies Raspberry Gummy Frogs 50g, $9.00 / 100G
Extra White Peppermint Sugar Free Chewing Gum Bottle 64g, $7.81 / 100G
Kellogg's k-Time Baked Twists Strawberry & Blueberry Flavour Snack Bars 5 Pack, $2.97 / 100G
Nice & Natural Fruit Strings Strawberry 136g, $4.12 / 100G
Belvita Chocolate Breakfast Biscuits 6 Pack 300g, $1.50 / 100G
Kinder Chocolate Sharepack 16 Pack, $3.50 / 100G
