Fresh Granny Smith Apples Each, $0.86 / 1EA
Tomato Roma Red Each, $0.62 / 1EA
Corn Sweet Each, $1.20 / 1EA
Lemon Fresh Each, $1.91 / 1EA
Red Seedless Watermelon Whole Each, $25.52 / 1EA
White Seedless Grapes each, $7.51 / 1EA
Woolworths Fresh Herb Coriander Bunch, $3.20 / 1EA
Strawberries 250g Punnet, $12.00 / 1KG
Eggplant Fresh Each, $2.21 / 1EA
Beetroot Loose Each, $1.95 / 1EA
Woolworths White Washed Baby Potatoes Bag 1kg, $4.30 / 1KG
Woolworths Kiwi Fruit Green Each, $2.36 / 1EA
Garlic Heads 3 Pack, $1.10 / 1EA
