Carman's Protein Bars Iced Coffee Limited Edition 5 pack, $3.95 / 100G
Poppin Microwave Popcorn Sea Salt Flavour 100g, $2.00 / 100G
Bakers Finest Rsl Anzac Biscuits 300g, $1.13 / 100G
Double 'D' Fruit Jellies Sugar Free 90G Bag, $3.33 / 100G
Kellogg's LCMs Choc Chip Rice Bubbles Snack Bars 5 pack, $4.50 / 100G
Werther's Original Chewy Toffees 135g, $3.67 / 100G
Arnott's Shredded Wheatmeal Plain Biscuits 250g, $1.00 / 100G
Sun Valley True Fruit Strapple Apple & Strawberry Fruit Strips 120g, $4.67 / 100G
Carman's Oat Slices Bites Golden Oat & Coconut, Belgian Choc Brownie 16 pack, $3.59 / 100G
Scorched Peanut Bar 45g, $5.56 / 100G
Calbee Harvest Snaps Salt & Vinegar 230g, $3.39 / 100G
