Woolworths Semi Dried Tomatoes In Mediterranean Herbs 135g, $2.59 / 100G
Woolworths Colossal Sicilian Olives 120g, $2.92 / 100G
Woolworths Roasted Capsicum Strips 130g, $2.69 / 100G
Don Salami Pepperoni 200g, $44.50 / 1KG
San Marino Prosciutto 100g, $75.00 / 1KG
Tasmanian Heritage Double Brie Cheese 200g, $59.75 / 1KG
San Marino Spanish Serrano 100g, $75.00 / 1KG
San Marino Danish Salami 100g, $75.00 / 1KG
Plantein Premium 2 Plant Based Burgers 200g, $14.75 / 1KG
Simply Delish Traditional Guacamole 180g, $3.17 / 100G
D'Orsogna Chorizo 250g, $31.20 / 1KG
Maggie Beer Duck & Orange Pate 110g, $66.36 / 1KG
Old Telegraph Road Mild & Smooth Creamy Brie 115g, $48.70 / 1KG
Strength Meals Co Beef Casserole With Mash 350g, $2.84 / 100G
Maggie Beer Vintage Club Cheddar Aged 12+ Months 150g, $46.67 / 1KG
Woolworths Smoked Shaved Ham Off The Bone 100g, $41.00 / 1KG
Mon Ami Mild & Creamy Camembert Petit 125g, $41.60 / 1KG
Yumi's Veggie Bites Roasted Veggies & Peas 225g, $28.89 / 1KG
Maggie Beer Smoked Club Cheddar Aged 12+ Months 150g, $46.67 / 1KG
Meredith Dairy Dill Cheese 150g, $62.67 / 1KG
Normandie Pate Chicken With Cognac 150g, $34.00 / 1KG
D'Orsogna Natural Double Smoked Ham Gluten Free 97% Fat Free 100g, $40.00 / 1KG
