Dairy Farmers Classic Strawberry Milk 500ml, $7.20 / 1L
Mainland Tasty Cheese Slices Mild & Creamy 12 pack, $33.33 / 1KG
La Casa Del Formaggio Cherry Bocconcini 220g, $27.27 / 1KG
La Tosca Fresh Filled Pasta Spinach & Ricotta Totellini Value Pack 750g, $0.83 / 100G
Norco Skim Milk 2l, $2.25 / 1L
Easiyo Greek Style Unsweetened Yogurt Base 170g, $3.35 / 100G
Inside Out Barista Oat Milk 1L, $4.50 / 1L
Strength Meals Co High Protein Hearty Beef Soup 400g, $1.38 / 100G
Danone Ultimate Lemon Tart Yoghurt Tart Flavour 115g x 4 pack, $1.25 / 100G
King Island Dairy Stokes Point Smoked Cheddar Cheese 170g, $64.41 / 1KG
Grand Italian Gnocchi Pesto & Parmesan Premium 400g, $1.75 / 100G
Kraft Bluey Mild Cheese Sticks 10 Pack, $45.00 / 1KG
The Salad Servers Quinoa Tabbouleh 250g, $2.48 / 100G
The Complete Dairy Full Cream Milk 1l, $3.60 / 1L
Evergreen Hard Tofu 300g, $16.67 / 1KG
