Woolworths Semi Dried Tomatoes In Mediterranean Herbs 135g, $2.59 / 100G
Woolworths Colossal Sicilian Olives 120g, $2.92 / 100G
Woolworths Roasted Capsicum Strips 130g, $2.69 / 100G
Don Salami Pepperoni 200g, $44.50 / 1KG
San Marino Prosciutto 100g, $75.00 / 1KG
Tasmanian Heritage Double Brie Cheese 200g, $59.75 / 1KG
San Marino Spanish Serrano 100g, $75.00 / 1KG
San Marino Danish Salami 100g, $75.00 / 1KG
Unreal Co. Plant Based Beefy Brat Sausages 350g, $17.14 / 1KG
Leggo's Ravioli Beef Tomato & Parmesan 360g, $2.22 / 100G
Latina Fresh Italian Tomato With Onion & Garlic Pasta Sauce 700g, $1.21 / 100G
Thomas Dux Creamy Blue Cheese 150g, $30.00 / 1KG
Primo Reserve Chicken Schnitzel 130g, $46.15 / 1KG
Tasmanian Heritage Camembert Cheese 200g, $59.75 / 1KG
Three Aussie Farmers Slow Cooked Pulled Pork 500g, $28.00 / 1KG
Mon Ami French Camembert Cheese 200g, $36.00 / 1KG
Made With Plants Meat Free Bacon 160g, $47.50 / 1KG
Obela Hommus 1kg, $0.80 / 100G
Don Kransky Cheese 2 Pack, $33.50 / 1KG
