Pauls Zymil Lactose Free Full Cream Long Life Milk 1l, $3.00 / 1L
Bega Tasty Cheese Slices 500g, $22.00 / 1KG
Sanitarium So Good Long Life Original Almond Milk 1l, $2.90 / 1L
Bulla Premium Sour Cream 200ml, $1.85 / 100ML
Chobani Greek Yogurt Natural Light Plain 907g, $0.87 / 100G
Perfect Italiano Parmesan Cheese Grated 125g, $36.00 / 1KG
Woolworths Caesar Salad Kit 290g, $18.97 / 1KG
Woolworths Baby Spinach & Rocket 120g, $25.00 / 1KG
Pauls Bluey Yoghurt Pouch Vanilla 70g, $1.71 / 100G
YoPRO Perform High Protein Yoghurt No Added Sugar Strawberry 175g, $2.11 / 100G
Rokeby Protein Smoothie Dutch Chocolate 425mL, $10.94 / 1L
Woolworths Creamed Cottage Cheese 500g, $12.00 / 1KG
Woolworths Full Cream Milk 1l, $1.55 / 1L
