Cavendish Bananas Each, $0.76 / 1EA
Eat Later Hass Avocado Each, $2.90 / 1EA
Red Capsicum Each, $2.23 / 1EA
Green Zucchini Each, $0.78 / 1EA
Fresh Granny Smith Apples Each, $0.86 / 1EA
Tomato Roma Red Each, $0.62 / 1EA
Corn Sweet Each, $1.20 / 1EA
Lemon Fresh Each, $1.91 / 1EA
Red Seedless Watermelon Whole Each, $25.52 / 1EA
White Seedless Grapes each, $7.51 / 1EA
Woolworths Fresh Herb Coriander Bunch, $3.20 / 1EA
Strawberries 250g Punnet, $12.00 / 1KG
Eggplant Fresh Each, $2.21 / 1EA
Beetroot Loose Each, $1.95 / 1EA
Woolworths White Washed Baby Potatoes Bag 1kg, $4.30 / 1KG
Woolworths Kiwi Fruit Green Each, $2.36 / 1EA
Garlic Heads 3 Pack, $1.10 / 1EA
Woolworths Simply Steam Zucchini Spaghetti 250g, $1.20 / 100G
Woolworths Chicken Buffalo Salad Bowl 180g, $36.11 / 1KG
Gourmet Garden Lightly Dried Chives 4g, $10.00 / 10G
Macro Organic Kale Each, $6.00 / 1EA
Macro Organic Beetroot 250g, $19.60 / 1KG
Gourmet Garden Paste Basil 80g, $0.50 / 10G
Pitted Medjool Dates Punnet 340g, $36.76 / 1KG
Woolworths Oregano Fresh Herb 10g Punnet, $3.20 / 10G
Birch & Waite Belgian Chocolate Dessert Sauce 130g, $25.38 / 1KG
Gourmet Garden Mint Lightly Dried 5g, $8.00 / 10G
Macro Fresh Cauliflower Half Organic Each, $6.50 / 1EA
Melonball Each, $4.90 / 1EA
Choy Sum Baby Asian Greens Each, $2.90 / 1EA
Woolworths Sweet Potato Mash 475g, $1.47 / 100G
Aussie Sprouts Pea Shoots 100g Pack, $35.00 / 1KG
Woolworths Mexican Style Salad Bowl Ready To Eat 220g, $25.00 / 1KG
Rhubarb Fresh Bunch, $6.20 / 1EA
