Woolworths Semi Dried Tomatoes In Mediterranean Herbs 135g, $2.59 / 100G
Woolworths Colossal Sicilian Olives 120g, $2.92 / 100G
Woolworths Roasted Capsicum Strips 130g, $2.69 / 100G
Don Salami Pepperoni 200g, $44.50 / 1KG
San Marino Prosciutto 100g, $75.00 / 1KG
Tasmanian Heritage Double Brie Cheese 200g, $59.75 / 1KG
San Marino Spanish Serrano 100g, $75.00 / 1KG
San Marino Danish Salami 100g, $75.00 / 1KG
Woolworths Chicken & Vegetable Soup Low Fat 300g, $1.33 / 100G
Chris' Heritage Dips Vintage Cheddar & Caramelised Onion Cheese 170g, $5.29 / 100G
Woolworths Slow Cooked Beef Ragu Lasagne 700g, $20.71 / 1KG
King Island Dairy Cape Wickham Double Brie Cheese 200g, $74.50 / 1KG
Primo Reserve Pulled Pork 130g, $46.15 / 1KG
Meredith Dairy Plain Goats Cheese 150g, $62.67 / 1KG
Plantein Plant Based Schnitzel 300g, $26.67 / 1KG
Strength Meals Co High Protein Cajun Chicken 350g, $2.84 / 100G
Petite Cuisine Hash Brown Each, $1.00 / 1EA
Pilpel Dip Hummous 350g, $1.86 / 100G
Zanetti Pecorino Romano 200g, $62.50 / 1KG
Latina Fresh Roast Chicken & Garlic Ravioli Pasta 625g, $1.76 / 100G
South Cape Onion & Chives Cream Cheese 200g, $32.50 / 1KG
Leggo's Fresh Creamy Tomato Sauce 250g, $2.08 / 100G
Woolworths Potato Egg & Bacon Salad 350g, $1.71 / 100G
Woolworths Green Olive Stuffed With Creamy Fetta Per Kg, $25.00 / 1KG
Yumi's Traditional Garlic Dip 200g, $2.25 / 100G
